,source,target,is_a,weight
8831,mariomanuelfari,Renzo_Reggiardo,fan,74.4666666667
8832,RaySampen,Renzo_Reggiardo,fan,44.3
8833,gutidiaz20,Renzo_Reggiardo,fan,54.7666666667
8834,JuniorGeanMarco,Renzo_Reggiardo,fan,34.5
8835,RodriguezJanina,Renzo_Reggiardo,fan,84.5333333333
8836,lyflo,Renzo_Reggiardo,fan,102.566666667
8837,AngelLuis2005,Renzo_Reggiardo,fan,58.3666666667
8838,UG_Roberto,Renzo_Reggiardo,fan,34.9666666667
8839,ELMIRUB,Renzo_Reggiardo,fan,102.4
8840,valderrama665,Renzo_Reggiardo,fan,46.8666666667
8841,AlanUgaz,Renzo_Reggiardo,fan,102.733333333
8842,JhonMaykelPezo1,Renzo_Reggiardo,fan,30.9333333333
8843,ElixzaP,Renzo_Reggiardo,fan,37.3
8844,GretAndrea3,Renzo_Reggiardo,fan,96.0666666667
8845,CamilaR81454210,Renzo_Reggiardo,fan,2.4
8846,Milagro67347582,Renzo_Reggiardo,fan,64.4333333333
8847,Guille_System,Renzo_Reggiardo,fan,28.0333333333
8848,jorgetell,Renzo_Reggiardo,fan,107.0
8849,ruthcha92303941,Renzo_Reggiardo,fan,72.1333333333
8850,milagros_unica,Renzo_Reggiardo,fan,88.8
8851,joserojaspanta,Renzo_Reggiardo,fan,38.9333333333
8852,YeseVaneCordeO,Renzo_Reggiardo,fan,41.1666666667
8853,JefRojas,Renzo_Reggiardo,fan,85.6
8854,Moiko_1779,Renzo_Reggiardo,fan,7.06666666667
8855,aarondohue,Renzo_Reggiardo,fan,100.466666667
8856,moscol_daniel,Renzo_Reggiardo,fan,39.9
8857,288_manu,Renzo_Reggiardo,fan,61.9333333333
8858,jolugadu,Renzo_Reggiardo,fan,65.1333333333
8859,pfernan72165590,Renzo_Reggiardo,fan,47.5333333333
8860,Alfa6012,Renzo_Reggiardo,fan,1.13333333333
8861,JuanLuisOrtega5,Renzo_Reggiardo,fan,67.1
8862,KarinaBeteta01,Renzo_Reggiardo,fan,38.0333333333
8863,passionatehiker,Renzo_Reggiardo,fan,89.4333333333
8864,CamiloCerron,Renzo_Reggiardo,fan,78.2666666667
8865,jlsaldanar,Renzo_Reggiardo,fan,80.1
8866,VillegAndre,Renzo_Reggiardo,fan,43.1333333333
8867,sanchezanabl,Renzo_Reggiardo,fan,60.4333333333
8868,Chaskamorayma,Renzo_Reggiardo,fan,105.533333333
8869,yulianapangali1,Renzo_Reggiardo,fan,41.1333333333
8870,alianzacorazo14,Renzo_Reggiardo,fan,37.0333333333
8871,R_eNz_O,Renzo_Reggiardo,fan,87.8666666667
8872,Fabygova,Renzo_Reggiardo,fan,112.233333333
8873,MexicanoLuz,Renzo_Reggiardo,fan,46.7
8874,WolfRenato,Renzo_Reggiardo,fan,73.8
8875,Cotequito,Renzo_Reggiardo,fan,122.633333333
8876,shleyterdm,Renzo_Reggiardo,fan,76.0333333333
8877,EamLeo,Renzo_Reggiardo,fan,39.5666666667
8878,JoseHc10,Renzo_Reggiardo,fan,82.6
8879,maykolpf,Renzo_Reggiardo,fan,78.7
8880,reysotomayor,Renzo_Reggiardo,fan,90.7666666667
8881,sreategui89,Renzo_Reggiardo,fan,70.9
8882,jumapidea,Renzo_Reggiardo,fan,91.4333333333
8883,elzorro2603,Renzo_Reggiardo,fan,102.5
8884,h_rodriguezp,Renzo_Reggiardo,fan,90.6333333333
8885,DiegoPC07,Renzo_Reggiardo,fan,40.9666666667
8886,Alvarohcc,Renzo_Reggiardo,fan,88.1
8887,luigidelperu,Renzo_Reggiardo,fan,88.3333333333
8888,PALOMINOPARI,Renzo_Reggiardo,fan,103.233333333
8889,Infiltradoblog,Renzo_Reggiardo,fan,44.0666666667
8890,elizabe54959986,Renzo_Reggiardo,fan,3.03333333333
8891,inquieto34542,Renzo_Reggiardo,fan,42.9666666667
8892,julykuky,Renzo_Reggiardo,fan,102.4
8893,Lindahellynpm,Renzo_Reggiardo,fan,74.4333333333
8894,Djbazto30,Renzo_Reggiardo,fan,44.1333333333
8895,Barret01,Renzo_Reggiardo,fan,84.3
8896,tatosanchez_1,Renzo_Reggiardo,fan,27.3666666667
8897,jsantillanp,Renzo_Reggiardo,fan,92.2333333333
8898,carlo0304,Renzo_Reggiardo,fan,87.6666666667
8899,Rebkblanco,Renzo_Reggiardo,fan,88.6666666667
8900,cintya_qa,Renzo_Reggiardo,fan,64.5666666667
8901,carmenoporto5,Renzo_Reggiardo,fan,50.1333333333
8902,reliar09,Renzo_Reggiardo,fan,49.1
8903,isabell_cuthy,Renzo_Reggiardo,fan,76.6
8904,sunset2182,Renzo_Reggiardo,fan,102.433333333
8905,YakoSignori,Renzo_Reggiardo,fan,98.4666666667
8906,ana_isabel_04,Renzo_Reggiardo,fan,111.066666667
8907,EcheKarla,Renzo_Reggiardo,fan,77.1333333333
8908,fi3ztaz,Renzo_Reggiardo,fan,91.8666666667
8909,hnietos,Renzo_Reggiardo,fan,69.5666666667
8910,loletropolis,Renzo_Reggiardo,fan,111.933333333
8911,EstudiarCMC,Renzo_Reggiardo,fan,45.0333333333
8912,Ross1285,Renzo_Reggiardo,fan,90.3666666667
8913,marantonyp,Renzo_Reggiardo,fan,100.3
8914,RicardoValdi12,Renzo_Reggiardo,fan,72.3
8915,EmiliaJibaja,Renzo_Reggiardo,fan,37.5666666667
8916,cctvutp,Renzo_Reggiardo,fan,71.8
8917,cholis76,Renzo_Reggiardo,fan,99.2
8918,charlizearagon,Renzo_Reggiardo,fan,63.9
8919,yacke87,Renzo_Reggiardo,fan,62.1333333333
8920,rickycentenaro,Renzo_Reggiardo,fan,67.2
8921,lec1530,Renzo_Reggiardo,fan,114.866666667
8922,LionelCDom,Renzo_Reggiardo,fan,51.0333333333
8923,annygomezgonz,Renzo_Reggiardo,fan,61.8
8924,Elicrema,Renzo_Reggiardo,fan,93.4666666667
8925,ICAFUBA,Renzo_Reggiardo,fan,103.433333333
8926,Elicreme,Renzo_Reggiardo,fan,57.3
8927,glodelca,Renzo_Reggiardo,fan,52.8666666667
8928,gianinag2723,Renzo_Reggiardo,fan,50.3333333333
8929,adrianoandrega1,Renzo_Reggiardo,fan,44.1333333333
8930,Jendycita,Renzo_Reggiardo,fan,104.933333333
8931,jorgerosario10,Renzo_Reggiardo,fan,78.5666666667
8932,eliz_diez,Renzo_Reggiardo,fan,85.7333333333
8933,RositaPR11,Renzo_Reggiardo,fan,27.8666666667
8934,fredysuea,Renzo_Reggiardo,fan,34.0666666667
8935,alansanchez213,Renzo_Reggiardo,fan,31.9666666667
8936,Ricardo96387349,Renzo_Reggiardo,fan,1.86666666667
8937,lauraigremor,Renzo_Reggiardo,fan,39.4666666667
8938,rcampos3010,Renzo_Reggiardo,fan,73.7333333333
8939,suenariquisimo,Renzo_Reggiardo,fan,108.533333333
8940,EvelynGarcia56,Renzo_Reggiardo,fan,90.5666666667
8941,ElasRodriguez14,Renzo_Reggiardo,fan,4.46666666667
8942,TalarenoF,Renzo_Reggiardo,fan,24.5
8943,jomayare,Renzo_Reggiardo,fan,106.5
8944,vivianbaella3,Renzo_Reggiardo,fan,102.2
8945,Narutbleach,Renzo_Reggiardo,fan,99.1333333333
8946,jairopalmabraca,Renzo_Reggiardo,fan,72.0
8947,RivasClauu,Renzo_Reggiardo,fan,70.0333333333
8948,PipoHUERTA,Renzo_Reggiardo,fan,84.8
8949,2326Ymmj,Renzo_Reggiardo,fan,46.2666666667
8950,nenayaurib,Renzo_Reggiardo,fan,49.1666666667
8951,GarciaJulito,Renzo_Reggiardo,fan,77.3
8952,davidp1864,Renzo_Reggiardo,fan,59.9
8953,c_salazarc19,Renzo_Reggiardo,fan,88.0666666667
8954,elitalopez50,Renzo_Reggiardo,fan,41.5666666667
8955,mayliSF24,Renzo_Reggiardo,fan,76.1
8956,paulju16,Renzo_Reggiardo,fan,103.433333333
8957,camimelendez11,Renzo_Reggiardo,fan,79.2666666667
8958,areateguiv,Renzo_Reggiardo,fan,102.566666667
8959,MoniiWorld31,Renzo_Reggiardo,fan,35.1
8960,Gianecl,Renzo_Reggiardo,fan,102.466666667
8961,oscarbravob,Renzo_Reggiardo,fan,109.533333333
8962,jeremycrema,Renzo_Reggiardo,fan,98.8333333333
8963,J0hitanxD29,Renzo_Reggiardo,fan,32.8
8964,lagueras84,Renzo_Reggiardo,fan,52.5333333333
8965,DaveShannon08,Renzo_Reggiardo,fan,48.0333333333
8966,jsantze,Renzo_Reggiardo,fan,62.6
8967,11Magui2014,Renzo_Reggiardo,fan,48.9
8968,mauvian5,Renzo_Reggiardo,fan,40.9
8969,su_gatita,Renzo_Reggiardo,fan,112.1
8970,ximenen1,Renzo_Reggiardo,fan,32.0666666667
8971,leoproperu1,Renzo_Reggiardo,fan,81.9666666667
8972,RmThalis,Renzo_Reggiardo,fan,44.1666666667
8973,LuisChavarri6,Renzo_Reggiardo,fan,17.7666666667
8974,GitOStyle,Renzo_Reggiardo,fan,98.7333333333
8975,biancaselene2,Renzo_Reggiardo,fan,82.4333333333
8976,NOvotoporKEIKO,Renzo_Reggiardo,fan,31.8333333333
8977,bboydarwin,Renzo_Reggiardo,fan,91.0
8978,BangaaSanga,Renzo_Reggiardo,fan,52.3333333333
8979,georandy19,Renzo_Reggiardo,fan,90.1
8980,aldodavid30,Renzo_Reggiardo,fan,102.566666667
8981,erikasotob,Renzo_Reggiardo,fan,74.9333333333
8982,aliancista_188_,Renzo_Reggiardo,fan,35.1666666667
8983,josejunin,Renzo_Reggiardo,fan,112.9
8984,pedrolimaperu,Renzo_Reggiardo,fan,101.166666667
8985,advocatio2010,Renzo_Reggiardo,fan,102.4
8986,yannelathais20,Renzo_Reggiardo,fan,31.0333333333
8987,Ajisra07,Renzo_Reggiardo,fan,12.0666666667
8988,betollon,Renzo_Reggiardo,fan,93.1333333333
8989,arcos_love,Renzo_Reggiardo,fan,60.9333333333
8990,Brando02,Renzo_Reggiardo,fan,115.366666667
8991,JBazan7,Renzo_Reggiardo,fan,54.3333333333
8992,ToledoTutty,Renzo_Reggiardo,fan,72.3333333333
8993,Diva_29285,Renzo_Reggiardo,fan,60.5666666667
8994,sarabriceo,Renzo_Reggiardo,fan,84.2666666667
8995,jmostacerosh,Renzo_Reggiardo,fan,100.366666667
8996,Artemioherrera7,Renzo_Reggiardo,fan,7.23333333333
8997,cfebresdiaz,Renzo_Reggiardo,fan,96.0333333333
8998,WqWilliams,Renzo_Reggiardo,fan,46.9333333333
8999,2012locis,Renzo_Reggiardo,fan,73.9666666667
9000,elvisgonmace,Renzo_Reggiardo,fan,86.5
9001,ODanmer,Renzo_Reggiardo,fan,85.0666666667
9002,ContigoPPK,Renzo_Reggiardo,fan,34.5
9003,Jackelin_AM,Renzo_Reggiardo,fan,96.8333333333
9004,relacionista28,Renzo_Reggiardo,fan,95.0666666667
9005,unimediasac,Renzo_Reggiardo,fan,89.6
9006,leslie151290,Renzo_Reggiardo,fan,83.5
9007,WILFREDOFIESTAS,Renzo_Reggiardo,fan,66.2666666667
9008,Ricardo02jun,Renzo_Reggiardo,fan,112.0
9009,Ba19Julio,Renzo_Reggiardo,fan,47.5666666667
9010,jaimefreundt,Renzo_Reggiardo,fan,109.333333333
9011,JcRaulito,Renzo_Reggiardo,fan,42.1666666667
9012,juankizz05,Renzo_Reggiardo,fan,51.2666666667
9013,A_PAPEAR_REST,Renzo_Reggiardo,fan,111.0
9014,Sergiocchaparro,Renzo_Reggiardo,fan,84.2
9015,BritechIngrid,Renzo_Reggiardo,fan,46.1333333333
9016,jessilurequejo,Renzo_Reggiardo,fan,43.8
9017,Periodismoaldia,Renzo_Reggiardo,fan,74.0333333333
9018,YHAINORYAIR,Renzo_Reggiardo,fan,73.4333333333
9019,val_narro,Renzo_Reggiardo,fan,48.2666666667
9020,Lui_Tacuri,Renzo_Reggiardo,fan,108.6
9021,cri_carlitos,Renzo_Reggiardo,fan,30.7333333333
9022,RevistaMdd,Renzo_Reggiardo,fan,39.1
9023,xxxclv3xxx,Renzo_Reggiardo,fan,97.5
9024,debrale,Renzo_Reggiardo,fan,110.833333333
9025,EASlimFit,Renzo_Reggiardo,fan,52.7666666667
9026,SAN2REPO,Renzo_Reggiardo,fan,53.1
9027,melomana1,Renzo_Reggiardo,fan,85.6
9028,LuanVidad,Renzo_Reggiardo,fan,5.53333333333
9029,Jelila10,Renzo_Reggiardo,fan,64.3
9030,samasthon,Renzo_Reggiardo,fan,93.2
9031,schanganac,Renzo_Reggiardo,fan,112.233333333
9032,ferdaza18,Renzo_Reggiardo,fan,30.8
9033,jacquycr,Renzo_Reggiardo,fan,116.9
9034,peterbmx,Renzo_Reggiardo,fan,113.833333333
9035,sybillatairy,Renzo_Reggiardo,fan,100.166666667
9036,MkVersatiL,Renzo_Reggiardo,fan,106.0
9037,lumer0276,Renzo_Reggiardo,fan,51.3
9038,CarlosJuradov,Renzo_Reggiardo,fan,112.9
9039,CaritoCastil,Renzo_Reggiardo,fan,40.8666666667
9040,yulisx100,Renzo_Reggiardo,fan,70.7666666667
9041,SUSY_CUTISACA,Renzo_Reggiardo,fan,77.3333333333
9042,albert061106,Renzo_Reggiardo,fan,30.8666666667
9043,dani_khaleesi,Renzo_Reggiardo,fan,42.2666666667
9044,giulizbeth,Renzo_Reggiardo,fan,112.3
9045,Rogerperu,Renzo_Reggiardo,fan,75.1
9046,peruanitanrh,Renzo_Reggiardo,fan,57.2666666667
9047,geravis2013,Renzo_Reggiardo,fan,27.4333333333
9048,rpma1,Renzo_Reggiardo,fan,70.3
9049,POLITOLOGO171,Renzo_Reggiardo,fan,87.5333333333
9050,ManuelS28425007,Renzo_Reggiardo,fan,10.4
9051,AngeliSVey,Renzo_Reggiardo,fan,110.533333333
9052,roxhiitta,Renzo_Reggiardo,fan,85.9333333333
9053,anttena10,Renzo_Reggiardo,fan,52.8666666667
9054,PeAntiCorruptos,Renzo_Reggiardo,fan,49.5666666667
9055,29Malaga,Renzo_Reggiardo,fan,71.1
9056,paolo2012,Renzo_Reggiardo,fan,91.5
9057,EZegarra3,Renzo_Reggiardo,fan,76.2
9058,ybethchirinos,Renzo_Reggiardo,fan,104.633333333
9059,rociokarito,Renzo_Reggiardo,fan,87.1666666667
9060,mgpoggib,Renzo_Reggiardo,fan,67.8333333333
9061,silviatipe,Renzo_Reggiardo,fan,55.4666666667
9062,marilydina,Renzo_Reggiardo,fan,46.3333333333
9063,5300Salazar,Renzo_Reggiardo,fan,54.1
9064,Berthita20,Renzo_Reggiardo,fan,90.4333333333
9065,NCotrado,Renzo_Reggiardo,fan,64.5333333333
9066,elnuevoreino,Renzo_Reggiardo,fan,91.4666666667
9067,CamilOlivera,Renzo_Reggiardo,fan,93.9
9068,Mayteyarleque,Renzo_Reggiardo,fan,101.3
9069,Vecinos_Alertas,Renzo_Reggiardo,fan,15.2666666667
9070,Star_Killer_X,Renzo_Reggiardo,fan,58.0
9071,rnlp2005,Renzo_Reggiardo,fan,95.4333333333
9072,septisxxi,Renzo_Reggiardo,fan,54.9333333333
9073,chacla1984,Renzo_Reggiardo,fan,91.1
9074,Kalu26,Renzo_Reggiardo,fan,72.3
9075,RaelianosPeru,Renzo_Reggiardo,fan,39.2333333333
9076,Eamorrortu,Renzo_Reggiardo,fan,89.9666666667
9077,hasalazart,Renzo_Reggiardo,fan,4.46666666667
9078,rieesgosolvente,Renzo_Reggiardo,fan,43.7666666667
9079,MayraPalomino22,Renzo_Reggiardo,fan,103.533333333
9080,ada_rengifo,Renzo_Reggiardo,fan,25.9
9081,cesarin1983,Renzo_Reggiardo,fan,108.366666667
9082,floresjames7,Renzo_Reggiardo,fan,87.6666666667
9083,deim_h,Renzo_Reggiardo,fan,76.9333333333
9084,christianherenc,Renzo_Reggiardo,fan,82.6666666667
9085,leslyfiorella23,Renzo_Reggiardo,fan,37.1666666667
9086,yajahyda,Renzo_Reggiardo,fan,112.0
9087,eurrutia10,Renzo_Reggiardo,fan,105.9
9088,karenpatino15,Renzo_Reggiardo,fan,38.8
9089,noakeiko,Renzo_Reggiardo,fan,109.866666667
9090,LArmsndo,Renzo_Reggiardo,fan,34.3
9091,condedemaldoror,Renzo_Reggiardo,fan,91.2333333333
9092,alcides050680,Renzo_Reggiardo,fan,55.3666666667
9093,Eriva09,Renzo_Reggiardo,fan,86.6333333333
9094,JonathanDavilaC,Renzo_Reggiardo,fan,111.166666667
9095,VargasBernabe,Renzo_Reggiardo,fan,71.5666666667
9096,JosieParedesG,Renzo_Reggiardo,fan,103.833333333
9097,Marykrmen16,Renzo_Reggiardo,fan,105.366666667
9098,marcosantivanez,Renzo_Reggiardo,fan,109.666666667
9099,coachingperu1,Renzo_Reggiardo,fan,113.7
9100,dgastulos,Renzo_Reggiardo,fan,80.5666666667
9101,87a693425384485,Renzo_Reggiardo,fan,38.7666666667
9102,Luniasss,Renzo_Reggiardo,fan,110.966666667
9103,ulisesvincespin,Renzo_Reggiardo,fan,59.9333333333
9104,MauroEfe6,Renzo_Reggiardo,fan,26.3666666667
9105,Danielitocvp,Renzo_Reggiardo,fan,42.0333333333
9106,rodrygo_cg,Renzo_Reggiardo,fan,102.166666667
9107,edualf27,Renzo_Reggiardo,fan,55.2666666667
9108,Joseph_Ofroad,Renzo_Reggiardo,fan,98.9666666667
9109,madueno_cesar,Renzo_Reggiardo,fan,39.6333333333
9110,foncho73,Renzo_Reggiardo,fan,92.2333333333
9111,edwind25,Renzo_Reggiardo,fan,96.6333333333
9112,MattaRamirez,Renzo_Reggiardo,fan,10.2
9113,SECURITYAISAI,Renzo_Reggiardo,fan,92.3
9114,JMartinLaguna,Renzo_Reggiardo,fan,77.1666666667
9115,matiastapia1295,Renzo_Reggiardo,fan,41.2
9116,VallejosRom,Renzo_Reggiardo,fan,41.4666666667
9117,lidiagpd26,Renzo_Reggiardo,fan,52.4666666667
9118,AcevedoLolo,Renzo_Reggiardo,fan,31.1
9119,GianygianellaJo,Renzo_Reggiardo,fan,45.1666666667
9120,juanrock20,Renzo_Reggiardo,fan,104.866666667
9121,Deyzisi,Renzo_Reggiardo,fan,106.6
9122,lalorosales10,Renzo_Reggiardo,fan,59.6666666667
9123,Jorgemanu11,Renzo_Reggiardo,fan,54.5666666667
9124,1000agrosG,Renzo_Reggiardo,fan,53.7666666667
9125,damariscurasi,Renzo_Reggiardo,fan,51.7
9126,Gracevi88,Renzo_Reggiardo,fan,3.13333333333
9127,6Allisita,Renzo_Reggiardo,fan,70.1
9128,Liiz_ra,Renzo_Reggiardo,fan,75.8333333333
9129,tulokitakasand1,Renzo_Reggiardo,fan,41.1333333333
9130,BUENFUTURO_INMO,Renzo_Reggiardo,fan,35.8666666667
9131,thomasmarfer14,Renzo_Reggiardo,fan,56.3
9132,Jehoy16,Renzo_Reggiardo,fan,68.4666666667
9133,Carnen2004,Renzo_Reggiardo,fan,61.0
9134,nano180676,Renzo_Reggiardo,fan,27.5333333333
9135,alberto7PP,Renzo_Reggiardo,fan,106.766666667
9136,DianaAguirre_05,Renzo_Reggiardo,fan,104.9
9137,MoDigital,Renzo_Reggiardo,fan,59.2333333333
9138,AfrodithaF,Renzo_Reggiardo,fan,38.2333333333
9139,carmen_tulokita,Renzo_Reggiardo,fan,42.9666666667
9140,ubeltapulache,Renzo_Reggiardo,fan,39.9333333333
9141,maydolivilela,Renzo_Reggiardo,fan,37.8666666667
9142,aranaivan,Renzo_Reggiardo,fan,93.3333333333
9143,diekoby,Renzo_Reggiardo,fan,105.366666667
9144,miguelsamanezv,Renzo_Reggiardo,fan,111.133333333
9145,RpMetropolis,Renzo_Reggiardo,fan,52.1666666667
9146,KeribanAngulo,Renzo_Reggiardo,fan,94.5
9147,SinnDolor,Renzo_Reggiardo,fan,92.1666666667
9148,maritzzas,Renzo_Reggiardo,fan,110.866666667
9149,Pankuka84,Renzo_Reggiardo,fan,76.8
9150,PILAR_FERIAB,Renzo_Reggiardo,fan,51.3666666667
9151,fannycita20,Renzo_Reggiardo,fan,94.4
9152,peballadares,Renzo_Reggiardo,fan,43.9
9153,a3d84f8e6bfa422,Renzo_Reggiardo,fan,40.2666666667
9154,michaelatorreR,Renzo_Reggiardo,fan,89.5666666667
9155,Stan942,Renzo_Reggiardo,fan,34.2666666667
9156,meliuxibanez,Renzo_Reggiardo,fan,94.9333333333
9157,pati_carrion,Renzo_Reggiardo,fan,43.7666666667
9158,elidia_9,Renzo_Reggiardo,fan,40.3
9159,PaulPajuelo,Renzo_Reggiardo,fan,52.6
9160,merino2006,Renzo_Reggiardo,fan,3.36666666667
9161,MatudaJorge,Renzo_Reggiardo,fan,33.9666666667
9162,KenyeroFN,Renzo_Reggiardo,fan,65.8
9163,ClynCampos,Renzo_Reggiardo,fan,78.5
9164,Vheroniq,Renzo_Reggiardo,fan,83.1333333333
9165,MarlyLivia,Renzo_Reggiardo,fan,37.2666666667
9166,luchinrc,Renzo_Reggiardo,fan,72.5
9167,jclemente19,Renzo_Reggiardo,fan,99.7
9168,carito101078,Renzo_Reggiardo,fan,43.1
9169,rosajuliabravo,Renzo_Reggiardo,fan,89.3666666667
9170,ta_nancy,Renzo_Reggiardo,fan,82.8333333333
9171,jecaru82,Renzo_Reggiardo,fan,76.4666666667
9172,piletonn,Renzo_Reggiardo,fan,77.3
9173,loelcarlossalaz,Renzo_Reggiardo,fan,82.6
9174,blanquis1610,Renzo_Reggiardo,fan,86.2666666667
9175,josesimon75,Renzo_Reggiardo,fan,66.8
9176,llalliq,Renzo_Reggiardo,fan,103.2
9177,miritovarp,Renzo_Reggiardo,fan,78.1333333333
9178,PASPERUB,Renzo_Reggiardo,fan,79.6
9179,KisDracK,Renzo_Reggiardo,fan,36.9333333333
9180,VioletaOlivero6,Renzo_Reggiardo,fan,13.4666666667
9181,skasmad,Renzo_Reggiardo,fan,54.4666666667
9182,evaluz25,Renzo_Reggiardo,fan,87.9666666667
9183,regarcian,Renzo_Reggiardo,fan,109.466666667
9184,NEXLIZ,Renzo_Reggiardo,fan,100.2
9185,EtorresEn,Renzo_Reggiardo,fan,85.0333333333
9186,Vitalycorperu,Renzo_Reggiardo,fan,87.4
9187,pedroquiroz7676,Renzo_Reggiardo,fan,40.7666666667
9188,Ricardoo691,Renzo_Reggiardo,fan,3.1
9189,joselitohonor,Renzo_Reggiardo,fan,102.3
9190,promsex,Renzo_Reggiardo,fan,109.9
9191,nellydic7,Renzo_Reggiardo,fan,101.033333333
9192,Bryan17Rap,Renzo_Reggiardo,fan,47.8
9193,incuestionado,Renzo_Reggiardo,fan,35.3
9194,ejcr30,Renzo_Reggiardo,fan,102.0
9195,maritagonzales7,Renzo_Reggiardo,fan,55.0
9196,AlvaLlave,Renzo_Reggiardo,fan,47.3333333333
9197,walterg15017192,Renzo_Reggiardo,fan,54.7666666667
9198,SPrado77,Renzo_Reggiardo,fan,66.7666666667
9199,zavalafranco081,Renzo_Reggiardo,fan,40.9666666667
9200,pattyvargas87,Renzo_Reggiardo,fan,111.633333333
9201,BelloSaori,Renzo_Reggiardo,fan,39.0666666667
9202,Antony020597,Renzo_Reggiardo,fan,80.4666666667
9203,pedroescurrega1,Renzo_Reggiardo,fan,33.8
9204,quintanagg,Renzo_Reggiardo,fan,104.833333333
9205,joelfcpb,Renzo_Reggiardo,fan,106.533333333
9206,eder1160,Renzo_Reggiardo,fan,93.7666666667
9207,deysicua,Renzo_Reggiardo,fan,103.366666667
9208,warezivan,Renzo_Reggiardo,fan,90.1333333333
9209,Depileasype,Renzo_Reggiardo,fan,55.8666666667
9210,machinalbertoo,Renzo_Reggiardo,fan,86.1333333333
9211,adanis001,Renzo_Reggiardo,fan,90.0666666667
9212,ytea10,Renzo_Reggiardo,fan,80.5333333333
9213,LfbLily22,Renzo_Reggiardo,fan,48.1666666667
9214,ERNESTRIN,Renzo_Reggiardo,fan,97.1666666667
9215,sarmientovictor,Renzo_Reggiardo,fan,93.2333333333
9216,wily048,Renzo_Reggiardo,fan,113.233333333
9217,edcabrerat,Renzo_Reggiardo,fan,90.6666666667
9218,VoceroLeal,Renzo_Reggiardo,fan,65.5333333333
9219,mapigalli,Renzo_Reggiardo,fan,83.6666666667
9220,fyupanqui,Renzo_Reggiardo,fan,80.5333333333
9221,rencito_yaky,Renzo_Reggiardo,fan,41.4
9222,ggiron182,Renzo_Reggiardo,fan,40.1333333333
9223,nena100560,Renzo_Reggiardo,fan,57.1
9224,El_quintanota,Renzo_Reggiardo,fan,102.966666667
9225,JamesCastroI,Renzo_Reggiardo,fan,85.1
9226,BustosCc,Renzo_Reggiardo,fan,37.6
9227,AguirreReyH,Renzo_Reggiardo,fan,51.9333333333
9228,camusleV,Renzo_Reggiardo,fan,47.3
9229,Nicogaby,Renzo_Reggiardo,fan,97.6666666667
9230,jchuamanh,Renzo_Reggiardo,fan,108.7
9231,dhorna,Renzo_Reggiardo,fan,103.466666667
9232,william99060771,Renzo_Reggiardo,fan,7.13333333333
9233,Joel_Vicente11,Renzo_Reggiardo,fan,85.7333333333
9234,Gibop,Renzo_Reggiardo,fan,94.0333333333
9235,1811Lescano,Renzo_Reggiardo,fan,79.8
9236,Luimudo,Renzo_Reggiardo,fan,103.4
9237,PerritoDeChifa,Renzo_Reggiardo,fan,89.1666666667
9238,TATAS2001ht,Renzo_Reggiardo,fan,101.533333333
9239,Robert1630,Renzo_Reggiardo,fan,109.2
9240,hocesmelgar,Renzo_Reggiardo,fan,42.8333333333
9241,C_YRUPAILLA,Renzo_Reggiardo,fan,85.4666666667
9242,Junelapo,Renzo_Reggiardo,fan,90.9333333333
9243,SandraVargas,Renzo_Reggiardo,fan,114.566666667
9244,JonRiverR,Renzo_Reggiardo,fan,58.0666666667
9245,Miguelcasalf,Renzo_Reggiardo,fan,58.0
9246,anathiel16091,Renzo_Reggiardo,fan,47.0
9247,hshperu,Renzo_Reggiardo,fan,111.666666667
9248,Ystany,Renzo_Reggiardo,fan,90.2333333333
9249,jeisymarjorie,Renzo_Reggiardo,fan,54.0666666667
9250,mcordovareyes,Renzo_Reggiardo,fan,111.2
9251,Davycin,Renzo_Reggiardo,fan,95.5666666667
9252,alexandro_fc,Renzo_Reggiardo,fan,92.7333333333
9253,LuisSan42832403,Renzo_Reggiardo,fan,3.1
9254,mayer90,Renzo_Reggiardo,fan,110.966666667
9255,JoseFParodi,Renzo_Reggiardo,fan,85.0333333333
9256,RosannaMeneses1,Renzo_Reggiardo,fan,81.2666666667
9257,Diegoalonsopm,Renzo_Reggiardo,fan,56.0666666667
9258,PeruNewsPapers,Renzo_Reggiardo,fan,28.5
9259,NiltonGra,Renzo_Reggiardo,fan,46.4666666667
9260,Claudio01882901,Renzo_Reggiardo,fan,35.7333333333
9261,DionerModel,Renzo_Reggiardo,fan,64.6
9262,tahercubashotm1,Renzo_Reggiardo,fan,38.5
9263,darly9434,Renzo_Reggiardo,fan,63.9333333333
9264,GrPalomino12,Renzo_Reggiardo,fan,54.6
9265,yu_shiin,Renzo_Reggiardo,fan,55.2666666667
9266,Wike147,Renzo_Reggiardo,fan,56.2666666667
9267,Andrea_Tunquipa,Renzo_Reggiardo,fan,44.9333333333
9268,kikegiles,Renzo_Reggiardo,fan,119.966666667
9269,saul3031,Renzo_Reggiardo,fan,40.8333333333
9270,Rosaurita1221,Renzo_Reggiardo,fan,86.7333333333
9271,suburbios12,Renzo_Reggiardo,fan,103.233333333
9272,elimedina90,Renzo_Reggiardo,fan,45.2666666667
9273,carlosneyrag,Renzo_Reggiardo,fan,90.1
9274,1305_luana,Renzo_Reggiardo,fan,46.3333333333
9275,HildaQuispeV,Renzo_Reggiardo,fan,4.56666666667
9276,JavierCachay,Renzo_Reggiardo,fan,113.1
9277,HfhHa,Renzo_Reggiardo,fan,57.0666666667
9278,srcandidato1,Renzo_Reggiardo,fan,2.13333333333
