fecha,Positividad,Likes,ReTweets,txt
2018-08-14 05:31:52,0.9136970323638146,11,5,Poner orden en la ciudad es fundamental. Tenemos que respetarnos unos a otros. Debemos contemplar estacionamientos necesarios y zonas de carga y descarga.
2018-08-14 05:31:52,0.9214065081929607,11,5,Poner orden en la ciudad es fundamental. Tenemos que respetarnos unos a otros. Debemos contemplar…
2018-08-14 16:59:12,0.9851352736919915,26,11,Lo mejor de esta campaña es poder conocer a personas maravillosas en todos los rincones de Lima. Gracias vecinos de…
2018-08-19 14:39:32,0.9320170205290492,40,13,"Hagamos de este, un día maravilloso para todos los niños. Celebremos su alegría, su imaginación sin límites, su man…"
2018-08-22 22:26:30,0.9585430508275796,30,12,Festejemos todas las expresiones artísticas y culturales de nuestro país ¡Feliz !
2018-08-27 18:34:48,0.7335721540637387,0,0,Transporte público
2018-08-27 18:38:32,0.8814033730085086,0,0,Trabajando en sector público? Yo fundamentalmente he hecho carrera en…
2018-08-27 18:45:34,0.5160868938347782,0,0,Creo que tienes la idea equivocada que yo formo parte de gestión actual.…
2018-08-27 18:52:32,0.33986594636377687,0,0,El papel de padre. Así como yo el de hijo. Contrario a lo que podrían p…
2018-08-27 18:55:45,0.7633749120110181,0,0,Mi gestión será bajo mis términos. Trabajaremos intensamente y verás como…
2018-08-27 19:05:53,0.06532612321910458,6,2,Lamento que compraras esa mentira de que en solidaridad de hoy tuviéramos algo que ver con eso. He…
2018-08-27 19:11:56,0.7510997913297575,7,2,Somos una propuesta de futuro donde los mejores profesionales estén al servicio de la ciudadanía. He arm…
2018-08-27 19:17:19,0.2111051681653788,5,1,Gracias por reconocer nuestras buenas propuestas. Continúa informándote. Verás que ni es el mismo…
2018-08-27 19:21:12,0.317795192650971,5,1,No lo considero así. Igual te basarías en prejuicios para tomar una decisión? Te invito a analizar bien;…
2018-08-29 18:02:47,0.2766856897553892,21,11,Sé un votante informado. Hoy estaré en una entrevista en hablando sobre mis propuestas. Juntos demo…
2018-08-29 22:57:06,0.48565269474210776,24,12,Conocer la realidad de primera mano me ayuda a saber que es lo que realmente necesitan nuestros vecinos de Santa Cl…
2018-08-30 15:27:40,0.749907567158558,18,8,"Celebremos a Santa Rosa de Lima Patrona de Perú, las Américas y las Filipinas."
2018-08-30 18:48:49,0.47496318728582637,16,10,Gracias por su entrega y sacrificio que nos dan día a día. Sigamos trabajando por un mejor país. ¡Feliz día Policía…
2018-08-30 23:02:48,0.2305373561462436,9,7,"Quiero darle un saludo a todas las enfermeras del Perú. Gracias por su dedicación, atención y preocupación por los…"
2018-08-31 16:41:16,0.036625336419863846,17,8,Semana Económica reconoce nuestra posición sobre los peajes como la mejor y la más viable en lo legal y económico.…
