fecha,Positividad,Likes,ReTweets,txt
2018-07-15 01:59:07,0.9104248233270762,87,54,"Muchísimas gracias por el cariño de ésta mañana queridos amigos de Villa El Salvador, me voy a sacar el alma por ustedes y por todos los Limeños para sacar a nuestra ciudad de la situación en la que se encuentra, es mi compromiso"
2018-07-15 13:51:11,0.6582996015446665,52,32,Elecciones municipales 2018: candidato Renzo Reggiardo Recorre las calles de Villa el Salvador. [FOTOS] vía
2018-07-16 20:52:02,0.8613027868092635,100,48,"Muchas gracias Villa El Salvador por la masiva concurrencia, el cariño y la confianza que me motiva a seguir chambeando sin descanso, para asegurar la tranquilidad y bienestar de todos ustedes y nuestras familias"
2018-07-17 14:45:13,0.37912810147319626,71,49,Lo digo aquí desde el comedor Santo Tomás de Payet en Independencia: Lima será el bastión de lucha CONTRA LA CORRUPCIÓN!! Es mi compromiso
2018-07-17 15:11:56,0.9183365611813354,62,42,Recuperemos nuestra ciudad!!
2018-07-17 16:38:37,0.706226246425752,168,49,"Presentación de Iván Noguera ante el Congreso evidencia putrefacción de nuestra justicia, que se vayan todos!! adecuado que el Presidente ante inacción del Congreso, convoque a un Pleno extraordinario que resuelva éste escándalo, nauseabundo lo que vamos viendo"
2018-07-18 00:32:37,0.8988547902461733,66,28,"""Muchas gracias estimado por tu invalorable apoyo, siempre tendrás el reconocimiento que mereces en nuestro compromiso como el tuyo es la lucha frontal contra la inseguridad y queremos lo mejor para Lima, fuerte abrazo"""
2018-07-18 16:09:54,0.21124671491640218,121,56,"Muchas gracias x las constantes muestras de cariño que recibo a diario en las calles reflejado en la intención de voto de TODAS las encuestas, no los defraudaré, juntos recuperaremos nuestra ciudad, MI COMPROMISO vía"
2018-07-18 21:34:44,0.009333828466006631,75,49,"Desde dist. de Independencia reitero en entrevista para radio nacional que en mi gestión la prioridad será erradicar la corrupción, hoy metida en las instituciones del Estado, para aplicar medidas orientadas al bienestar de la población"
2018-07-21 17:29:33,0.04278280445353066,82,46,"Como lo vengo sosteniendo, Lima será bastión de Moralidad, actuamos y actuaremos siempre oportuna y ejemplarmente ante aquello que deje dudas, que quede claro que somos NOSOTROS los PRIMEROS EN DENUNCIAR y también Los PRIMEROS EN ACTUAR!!"
2018-07-21 17:29:33,0.04278280445353066,82,46,"Como lo vengo sosteniendo, Lima será bastión de Moralidad, actuamos y actuaremos siempre oportuna y ejemplarmente ante aquello que deje dudas, que quede claro que somos NOSOTROS los PRIMEROS EN DENUNCIAR y también Los PRIMEROS EN ACTUAR!!"
2018-07-22 21:10:00,0.7549495891322062,71,32,"Me llevo el cariño de todos ustedes queridos amigos de San Juan de Lurigancho, me comprometo a sacarme el alma por nuestra ciudad!!"
2018-07-22 21:26:22,0.11226528651074015,58,33,Advertidos están!!!
2018-07-24 21:57:17,0.030114477864707865,63,34,"Condeno acto delictivo ocurrido esta mañana en Clínica R. Palma, loable la pronta rspta de nuestra PNP y de Bomberos. Se debe llegar hasta el final y que responsables reciban todo el peso de la ley. A no dudar al juzgarlos ya que atentan contra nuestra tranquilidad y seguridad."
2018-07-26 00:24:11,0.2684759690020151,64,25,Es un asco escucharlos!!!
