,source,target,is_a,weight
2727,hvgodf,RicardoBelmontC,fan,86.1666666667
2728,rgianott,RicardoBelmontC,fan,81.2666666667
2729,FUERTESITO,RicardoBelmontC,fan,105.333333333
2730,Hugosoft,RicardoBelmontC,fan,113.2
2731,Yony75484304,RicardoBelmontC,fan,4.13333333333
2732,JhonnyYarleque,RicardoBelmontC,fan,62.0666666667
2733,dhorna,RicardoBelmontC,fan,103.5
2734,SolRodirgo,RicardoBelmontC,fan,63.6666666667
2735,Flor64363858,RicardoBelmontC,fan,1.73333333333
2736,Norith99943392,RicardoBelmontC,fan,3.86666666667
2737,Ivan00037239,RicardoBelmontC,fan,3.16666666667
2738,JorgeYon4,RicardoBelmontC,fan,0.266666666667
2739,yolanda_pao,RicardoBelmontC,fan,57.0666666667
2740,luiscamposch18,RicardoBelmontC,fan,34.3
2741,VLizarbi,RicardoBelmontC,fan,80.7
2742,Priss93648570,RicardoBelmontC,fan,5.1
2743,John54515558,RicardoBelmontC,fan,1.2
2744,guilleandrespv,RicardoBelmontC,fan,16.3666666667
2745,CarlosC15514402,RicardoBelmontC,fan,54.9333333333
2746,alditovilchez,RicardoBelmontC,fan,27.5666666667
2747,YUHI_OR,RicardoBelmontC,fan,77.1
2748,LlamaPs,RicardoBelmontC,fan,29.0666666667
2749,LilyTor65357403,RicardoBelmontC,fan,8.1
2750,Italoperu,RicardoBelmontC,fan,92.5333333333
2751,leono39,RicardoBelmontC,fan,103.5
2752,dianalizrojas,RicardoBelmontC,fan,80.2666666667
2753,CayoNavarro2,RicardoBelmontC,fan,0.733333333333
2754,RICARDOAHIDALGO,RicardoBelmontC,fan,81.2
2755,El_AmorosoJhona,RicardoBelmontC,fan,0.8
2756,Karina71037558,RicardoBelmontC,fan,2.66666666667
2757,FosterPeru1,RicardoBelmontC,fan,17.6
2758,birmensdorf,RicardoBelmontC,fan,89.8
2759,OLGA_POSADAS,RicardoBelmontC,fan,94.6333333333
2760,emgl_Maritza,RicardoBelmontC,fan,30.9666666667
2761,Diana_Bernardis,RicardoBelmontC,fan,54.0
2762,Rony07632461,RicardoBelmontC,fan,0.8
2763,robertosalca,RicardoBelmontC,fan,47.0666666667
2764,LaimeGonzalo,RicardoBelmontC,fan,35.3666666667
2765,heterodoxo2,RicardoBelmontC,fan,94.5
2766,Freddy_611,RicardoBelmontC,fan,96.6666666667
2767,DelaHelmer,RicardoBelmontC,fan,65.2
2768,burger2007,RicardoBelmontC,fan,12.3666666667
2769,edi_se,RicardoBelmontC,fan,100.8
2770,scarlosenrique,RicardoBelmontC,fan,90.0
2771,jose77986915,RicardoBelmontC,fan,61.3333333333
2772,AmayaRamirez,RicardoBelmontC,fan,111.2
2773,jmurdanivia,RicardoBelmontC,fan,61.8
2774,dieggueroots,RicardoBelmontC,fan,68.4666666667
2775,PajaresGustavo,RicardoBelmontC,fan,1.23333333333
2776,libre_opinion9,RicardoBelmontC,fan,78.5333333333
2777,OrpasSeguros,RicardoBelmontC,fan,64.3
2778,RuddyCabrejos,RicardoBelmontC,fan,43.3
2779,kanihart12,RicardoBelmontC,fan,88.3333333333
2780,JuanManuel_MC,RicardoBelmontC,fan,104.4
2781,sylkosac,RicardoBelmontC,fan,77.5333333333
2782,coma_edwin,RicardoBelmontC,fan,7.6
2783,RSandoval02,RicardoBelmontC,fan,72.3
2784,davidcoffie41,RicardoBelmontC,fan,32.1333333333
2785,xgeosysx,RicardoBelmontC,fan,103.5
2786,DGalvez26,RicardoBelmontC,fan,64.0666666667
2787,hi_lol,RicardoBelmontC,fan,114.266666667
2788,99NIEVES,RicardoBelmontC,fan,107.666666667
2789,latorrerondon,RicardoBelmontC,fan,16.1333333333
2790,apolinario1866,RicardoBelmontC,fan,32.1333333333
2791,Telloga1,RicardoBelmontC,fan,0.6
2792,augustobelmont,RicardoBelmontC,fan,45.1666666667
2793,andres_falar,RicardoBelmontC,fan,65.5666666667
2794,SentidosDep,RicardoBelmontC,fan,37.1666666667
2795,SergioR1016,RicardoBelmontC,fan,13.0
2796,cstrll,RicardoBelmontC,fan,100.7
2797,SotoYani6,RicardoBelmontC,fan,61.3333333333
2798,rubenzvale,RicardoBelmontC,fan,72.2
2799,ringar,RicardoBelmontC,fan,112.5
2800,JHOE_Peru,RicardoBelmontC,fan,94.1333333333
2801,John67276090,RicardoBelmontC,fan,18.6333333333
2802,robertsc1277,RicardoBelmontC,fan,53.7333333333
2803,ledinjcs28,RicardoBelmontC,fan,38.5333333333
2804,marysolmarina,RicardoBelmontC,fan,52.8
2805,JoseFParodi,RicardoBelmontC,fan,85.0666666667
2806,EdgarSJL,RicardoBelmontC,fan,111.333333333
2807,JesusNu70226711,RicardoBelmontC,fan,2.7
2808,Yesasica,RicardoBelmontC,fan,63.0666666667
2809,ucinoticias_pe,RicardoBelmontC,fan,4.76666666667
2810,XJhampier,RicardoBelmontC,fan,12.5333333333
2811,Brayan81568313,RicardoBelmontC,fan,0.266666666667
2812,nilalescanito,RicardoBelmontC,fan,87.5
2813,Cleofe2212,RicardoBelmontC,fan,34.6666666667
2814,elizabeth_07256,RicardoBelmontC,fan,56.9
2815,ThonyMoreno2,RicardoBelmontC,fan,0.3
2816,eqmluis,RicardoBelmontC,fan,100.766666667
2817,jorg3galindo,RicardoBelmontC,fan,100.266666667
2818,rlopezaliaga1,RicardoBelmontC,fan,53.2
2819,josechoytimana,RicardoBelmontC,fan,82.9666666667
2820,alejandroyahuir,RicardoBelmontC,fan,72.3666666667
2821,rubenhiltonruiz,RicardoBelmontC,fan,77.2333333333
2822,petunet,RicardoBelmontC,fan,103.933333333
2823,Wally84585289,RicardoBelmontC,fan,2.8
2824,Kelly39096814,RicardoBelmontC,fan,3.8
2825,willycat22,RicardoBelmontC,fan,70.2333333333
2826,RosaRosielmf,RicardoBelmontC,fan,67.3
2827,vnvnct,RicardoBelmontC,fan,94.8333333333
2828,8HAROL,RicardoBelmontC,fan,67.0666666667
2829,Leidy67156733,RicardoBelmontC,fan,0.666666666667
2830,RubenCa09367001,RicardoBelmontC,fan,3.8
2831,vemeal,RicardoBelmontC,fan,90.3333333333
2832,los11demifamili,RicardoBelmontC,fan,101.033333333
2833,SantillanNotici,RicardoBelmontC,fan,87.5666666667
2834,Aurora83517682,RicardoBelmontC,fan,1.36666666667
2835,elhermanon,RicardoBelmontC,fan,65.5333333333
2836,pcalle10,RicardoBelmontC,fan,67.0333333333
2837,CampsLuis,RicardoBelmontC,fan,73.9
2838,majt40,RicardoBelmontC,fan,84.5333333333
2839,giovaandia,RicardoBelmontC,fan,6.53333333333
2840,andreshon,RicardoBelmontC,fan,104.866666667
2841,calovelyahooco1,RicardoBelmontC,fan,4.3
2842,JacGenius25,RicardoBelmontC,fan,43.8
2843,BelmontGonzalo,RicardoBelmontC,fan,11.6333333333
2844,e73280407,RicardoBelmontC,fan,24.5
2845,RicardoSA15,RicardoBelmontC,fan,57.8333333333
2846,owenpablo3,RicardoBelmontC,fan,7.03333333333
2847,Gureshia93,RicardoBelmontC,fan,108.033333333
2848,mitoso2,RicardoBelmontC,fan,102.533333333
2849,BuenPeru14,RicardoBelmontC,fan,10.9333333333
2850,caminantedelRey,RicardoBelmontC,fan,105.3
2851,carlosaybay,RicardoBelmontC,fan,89.8333333333
2852,AJGH,RicardoBelmontC,fan,112.1
2853,PgvMorelia,RicardoBelmontC,fan,4.2
2854,PeSusanaf,RicardoBelmontC,fan,50.9333333333
2855,AdamCa4,RicardoBelmontC,fan,44.7
2856,DACOSTA753,RicardoBelmontC,fan,93.9666666667
2857,KrisSs19,RicardoBelmontC,fan,105.0
2858,PattyLena2,RicardoBelmontC,fan,0.3
2859,srcandidato1,RicardoBelmontC,fan,2.16666666667
2860,valientement,RicardoBelmontC,fan,62.4333333333
2861,Ricardo26021452,RicardoBelmontC,fan,3.03333333333
2862,WalterJLMB,RicardoBelmontC,fan,63.2333333333
2863,SoledadCl1,RicardoBelmontC,fan,86.5666666667
2864,SerMundanoPren,RicardoBelmontC,fan,61.1666666667
2865,mmasias,RicardoBelmontC,fan,113.7
2866,c_xosue,RicardoBelmontC,fan,12.6333333333
2867,ClaryGomez7,RicardoBelmontC,fan,15.8333333333
2868,RONALCAQUIMEJIA,RicardoBelmontC,fan,82.8
2869,Chachawarmi,RicardoBelmontC,fan,86.1333333333
2870,UnderFire120,RicardoBelmontC,fan,89.1
2871,rafaelrojas77,RicardoBelmontC,fan,92.9
2872,kronos2160,RicardoBelmontC,fan,54.0
2873,manolonbc,RicardoBelmontC,fan,111.466666667
2874,Gerardo48504853,RicardoBelmontC,fan,9.9
2875,WendyCuadross,RicardoBelmontC,fan,77.8333333333
2876,CIECITA,RicardoBelmontC,fan,97.4333333333
2877,trotnavegante,RicardoBelmontC,fan,73.6666666667
2878,marko3107,RicardoBelmontC,fan,76.6
2879,Carlos02413442,RicardoBelmontC,fan,7.63333333333
2880,GeoffreyAmado,RicardoBelmontC,fan,30.3
2881,IvanCrisostomo,RicardoBelmontC,fan,93.3666666667
2882,Antonio94975769,RicardoBelmontC,fan,1.83333333333
2883,PedroCsarCrisan,RicardoBelmontC,fan,84.2333333333
2884,cquispe_a,RicardoBelmontC,fan,76.1
2885,silrob06,RicardoBelmontC,fan,87.1
2886,JQUIJANOR,RicardoBelmontC,fan,90.0666666667
2887,JimmyPalomino13,RicardoBelmontC,fan,0.266666666667
2888,AntauroPeru,RicardoBelmontC,fan,29.0
2889,HenrySanchez01,RicardoBelmontC,fan,39.9333333333
2890,andy_exitoso,RicardoBelmontC,fan,70.3666666667
2891,JavierArmandoV,RicardoBelmontC,fan,31.8
2892,Domus_Vivendi,RicardoBelmontC,fan,64.3333333333
2893,Niquinj11,RicardoBelmontC,fan,63.1333333333
2894,yretamozoc,RicardoBelmontC,fan,37.6333333333
2895,dianaspen,RicardoBelmontC,fan,99.2666666667
2896,gumballpp,RicardoBelmontC,fan,10.6
2897,forevermorx,RicardoBelmontC,fan,21.2666666667
2898,AldearSam,RicardoBelmontC,fan,50.2666666667
2899,ElsyeEstrada,RicardoBelmontC,fan,79.8666666667
2900,Yopago70Yopago,RicardoBelmontC,fan,50.1
2901,chio_villanueva,RicardoBelmontC,fan,8.3
2902,JOANBECO,RicardoBelmontC,fan,68.6666666667
2903,Roberto67064782,RicardoBelmontC,fan,10.7
2904,eduardonegron21,RicardoBelmontC,fan,48.2333333333
2905,MonteroRock,RicardoBelmontC,fan,82.4333333333
2906,salasnadian,RicardoBelmontC,fan,56.7666666667
2907,MartelloRous,RicardoBelmontC,fan,54.3666666667
2908,leahsacin,RicardoBelmontC,fan,104.333333333
2909,juanfanco,RicardoBelmontC,fan,86.2
2910,aarevalo03,RicardoBelmontC,fan,66.3
2911,congreso_t,RicardoBelmontC,fan,6.46666666667
2912,Antoni_Ravenna,RicardoBelmontC,fan,87.1
2913,junkhead99,RicardoBelmontC,fan,46.9
2914,FrancoisBedoya,RicardoBelmontC,fan,99.2333333333
2915,malsaba06,RicardoBelmontC,fan,73.9666666667
2916,fvaron1924,RicardoBelmontC,fan,74.9333333333
2917,tormo_jb,RicardoBelmontC,fan,74.2333333333
2918,abc040214,RicardoBelmontC,fan,59.8666666667
2919,dionisi32795064,RicardoBelmontC,fan,0.166666666667
2920,Clarki_,RicardoBelmontC,fan,87.8666666667
2921,jolubadi,RicardoBelmontC,fan,110.966666667
2922,AsocAlcReglima,RicardoBelmontC,fan,56.0666666667
2923,Dieguitobcv666,RicardoBelmontC,fan,95.8333333333
2924,DalisDalis28,RicardoBelmontC,fan,38.8333333333
2925,Enrique14196300,RicardoBelmontC,fan,0.666666666667
2926,JaverParedes,RicardoBelmontC,fan,66.9333333333
2927,kiev_volk,RicardoBelmontC,fan,10.2666666667
2928,eme_d_eme,RicardoBelmontC,fan,37.1
2929,Zindell77Sa,RicardoBelmontC,fan,3.53333333333
2930,jibaja10,RicardoBelmontC,fan,34.7333333333
2931,Onixma21,RicardoBelmontC,fan,63.2666666667
2932,JUCCAT_Peru,RicardoBelmontC,fan,85.7666666667
2933,DanielS46260697,RicardoBelmontC,fan,68.9
2934,NEGAROCIO,RicardoBelmontC,fan,99.6333333333
2935,jecko5,RicardoBelmontC,fan,129.566666667
2936,Martnrafael5,RicardoBelmontC,fan,10.6666666667
2937,Moniq30129331,RicardoBelmontC,fan,18.4666666667
2938,seguroanderson,RicardoBelmontC,fan,84.4666666667
2939,968544012PERU,RicardoBelmontC,fan,90.1666666667
2940,alcalde_todos,RicardoBelmontC,fan,2.66666666667
2941,DatoCesar,RicardoBelmontC,fan,67.1
2942,Dmente25,RicardoBelmontC,fan,101.866666667
2943,Orestes_77,RicardoBelmontC,fan,90.1333333333
2944,ricardoflores8,RicardoBelmontC,fan,96.2333333333
2945,juniorsane3,RicardoBelmontC,fan,31.6
2946,Adanycristo3,RicardoBelmontC,fan,32.7666666667
2947,NIVIA05,RicardoBelmontC,fan,92.2666666667
2948,Oliver3011,RicardoBelmontC,fan,58.5
2949,pepinluque7,RicardoBelmontC,fan,8.96666666667
2950,Quechua5,RicardoBelmontC,fan,51.1666666667
2951,sara1431a,RicardoBelmontC,fan,105.566666667
2952,SalasOlivos40,RicardoBelmontC,fan,2.3
2953,eldavan,RicardoBelmontC,fan,100.466666667
2954,Magalych,RicardoBelmontC,fan,105.8
2955,luismansilla96,RicardoBelmontC,fan,36.5
2956,zamarriegoana,RicardoBelmontC,fan,91.5
2957,migmelg,RicardoBelmontC,fan,103.433333333
2958,peperamirez,RicardoBelmontC,fan,121.0
2959,raulcomdorimam1,RicardoBelmontC,fan,33.9333333333
2960,unicorflawless,RicardoBelmontC,fan,15.2333333333
2961,dannymarce10,RicardoBelmontC,fan,103.3
2962,sergiotq1,RicardoBelmontC,fan,61.3666666667
2963,alconpoma,RicardoBelmontC,fan,27.0
2964,ExebioAlexis,RicardoBelmontC,fan,0.3
2965,GaytanAlmonacid,RicardoBelmontC,fan,3.96666666667
2966,oscarcho25,RicardoBelmontC,fan,90.6333333333
2967,el_bicho,RicardoBelmontC,fan,109.633333333
2968,MinayaChacon,RicardoBelmontC,fan,0.266666666667
2969,HecnasH,RicardoBelmontC,fan,96.7333333333
2970,AchaFredy,RicardoBelmontC,fan,59.9333333333
2971,Pueblo28099031,RicardoBelmontC,fan,5.36666666667
2972,SairitupaVi,RicardoBelmontC,fan,42.4
2973,Javid_R_O,RicardoBelmontC,fan,88.1666666667
2974,chaddyboy3d,RicardoBelmontC,fan,81.8666666667
2975,GustavoRV_17,RicardoBelmontC,fan,31.3333333333
2976,portocuore,RicardoBelmontC,fan,68.8
2977,Nattinata,RicardoBelmontC,fan,94.1333333333
2978,loconxx,RicardoBelmontC,fan,96.7
2979,David_Uchiha389,RicardoBelmontC,fan,25.2
2980,QataliinaG,RicardoBelmontC,fan,81.0333333333
2981,joselui13002579,RicardoBelmontC,fan,62.6333333333
2982,Fre30170484,RicardoBelmontC,fan,19.6333333333
2983,lis3eth,RicardoBelmontC,fan,23.3
2984,CESARDVH,RicardoBelmontC,fan,67.6333333333
2985,renzorogu,RicardoBelmontC,fan,90.0
2986,Edghar15,RicardoBelmontC,fan,4.2
2987,Jorge45383271,RicardoBelmontC,fan,3.36666666667
2988,gpml40,RicardoBelmontC,fan,48.0
2989,DannyRaul75,RicardoBelmontC,fan,10.6333333333
2990,sam7412,RicardoBelmontC,fan,92.9333333333
2991,sigfridita,RicardoBelmontC,fan,102.366666667
2992,CasttleJimmy,RicardoBelmontC,fan,4.86666666667
2993,andeztina,RicardoBelmontC,fan,97.0333333333
2994,Isajs8,RicardoBelmontC,fan,73.0
2995,AlvezMilho,RicardoBelmontC,fan,66.7333333333
2996,EVANZAID,RicardoBelmontC,fan,88.2333333333
2997,maldonadorxd,RicardoBelmontC,fan,0.333333333333
2998,marco171514,RicardoBelmontC,fan,34.0
2999,HumbertoArzola_,RicardoBelmontC,fan,101.0
3000,weinfeldenlaso,RicardoBelmontC,fan,86.2333333333
3001,Emirates0007,RicardoBelmontC,fan,103.366666667
3002,Alvaroyz86,RicardoBelmontC,fan,91.6
3003,sandiefelix3,RicardoBelmontC,fan,13.7333333333
3004,uchiuvi,RicardoBelmontC,fan,106.566666667
3005,lokito1117,RicardoBelmontC,fan,52.2666666667
3006,Jacov_v,RicardoBelmontC,fan,13.5
3007,Rosy67877502,RicardoBelmontC,fan,14.7
3008,luisman_75,RicardoBelmontC,fan,88.4333333333
3009,anamariadelvill,RicardoBelmontC,fan,47.9
3010,victorzapata93,RicardoBelmontC,fan,97.9
3011,KynairaJoyeria,RicardoBelmontC,fan,39.0333333333
3012,Peperamosss,RicardoBelmontC,fan,102.1
3013,GAstudillo2011,RicardoBelmontC,fan,43.4
3014,FabriciOsmar,RicardoBelmontC,fan,103.4
3015,nellychang5,RicardoBelmontC,fan,31.7
3016,peariaspe,RicardoBelmontC,fan,74.9
3017,reynaldoalbujar,RicardoBelmontC,fan,88.0666666667
3018,Marylima13,RicardoBelmontC,fan,102.966666667
3019,miguelcarlos3,RicardoBelmontC,fan,88.8
3020,belsur_008,RicardoBelmontC,fan,59.5333333333
3021,alexandmachuca,RicardoBelmontC,fan,46.7666666667
3022,BazoRamos,RicardoBelmontC,fan,42.5666666667
3023,bryanvr,RicardoBelmontC,fan,111.733333333
3024,FLHDelMilagro,RicardoBelmontC,fan,33.4666666667
3025,willan_burgos,RicardoBelmontC,fan,41.5333333333
3026,melvynalonso,RicardoBelmontC,fan,108.7
3027,rossana_rebatta,RicardoBelmontC,fan,4.86666666667
3028,cineyartes,RicardoBelmontC,fan,66.6
3029,carlloss969,RicardoBelmontC,fan,63.9
3030,cerna_81,RicardoBelmontC,fan,96.3
3031,Josemanuelvile4,RicardoBelmontC,fan,0.533333333333
3032,Sol_OConnor,RicardoBelmontC,fan,113.766666667
3033,Etson31601581,RicardoBelmontC,fan,0.2
3034,luanghylo,RicardoBelmontC,fan,95.9666666667
3035,Jackogb75,RicardoBelmontC,fan,65.4
3036,jvasquezc8,RicardoBelmontC,fan,63.8333333333
3037,LuisSouzaDaSil2,RicardoBelmontC,fan,27.6666666667
3038,rontacuchi,RicardoBelmontC,fan,108.933333333
3039,evelyn_ejmb,RicardoBelmontC,fan,46.8666666667
3040,MAFIGUEROAM,RicardoBelmontC,fan,34.6333333333
3041,LHuayllascoC,RicardoBelmontC,fan,84.5
3042,VBarredaMontoya,RicardoBelmontC,fan,53.7666666667
3043,cc0e8a60db494e4,RicardoBelmontC,fan,44.4
3044,antoniomanco,RicardoBelmontC,fan,116.366666667
3045,Agjilberto,RicardoBelmontC,fan,102.9
3046,PaisCalidad,RicardoBelmontC,fan,80.8
3047,Elprota2,RicardoBelmontC,fan,1.3
3048,bumblebee_0711,RicardoBelmontC,fan,75.4333333333
3049,fosterwayqui,RicardoBelmontC,fan,25.1
3050,AngeloRamesp,RicardoBelmontC,fan,24.7
3051,PePersie,RicardoBelmontC,fan,47.8333333333
3052,ALVAROUMPIRE,RicardoBelmontC,fan,94.6333333333
3053,portuguez_jair,RicardoBelmontC,fan,10.9666666667
3054,victori43706474,RicardoBelmontC,fan,59.8333333333
3055,jarevaloc,RicardoBelmontC,fan,102.766666667
3056,vileonardo,RicardoBelmontC,fan,98.7666666667
3057,perunoticiaspe,RicardoBelmontC,fan,92.7333333333
3058,DafoDony,RicardoBelmontC,fan,8.16666666667
3059,bygersonrivera,RicardoBelmontC,fan,30.6666666667
3060,Elvia_177,RicardoBelmontC,fan,92.7
3061,JROSTAING20031,RicardoBelmontC,fan,70.6333333333
3062,gaiablue_,RicardoBelmontC,fan,94.5666666667
3063,Maynor_lopez_t,RicardoBelmontC,fan,68.1333333333
3064,susaldana1,RicardoBelmontC,fan,105.766666667
3065,Magalymt31,RicardoBelmontC,fan,89.9666666667
3066,KateMalcaV,RicardoBelmontC,fan,90.2
3067,PepeBocafloja,RicardoBelmontC,fan,50.3666666667
3068,mariasanchez051,RicardoBelmontC,fan,62.8333333333
3069,phyrv12edil,RicardoBelmontC,fan,57.5666666667
3070,amargura21,RicardoBelmontC,fan,65.3
3071,COBRA645,RicardoBelmontC,fan,111.566666667
3072,AnthonyBrayanO,RicardoBelmontC,fan,11.6666666667
3073,luis2000ATrG2HX,RicardoBelmontC,fan,47.6
3074,MeyRomer07,RicardoBelmontC,fan,29.8666666667
3075,hramirezd80,RicardoBelmontC,fan,67.3333333333
3076,17Losingrip,RicardoBelmontC,fan,54.6333333333
3077,OrdunaJc,RicardoBelmontC,fan,48.7666666667
3078,pepe1900,RicardoBelmontC,fan,29.0333333333
3079,FormatoG6,RicardoBelmontC,fan,39.5666666667
3080,Razhyluna,RicardoBelmontC,fan,79.7666666667
3081,ariasmarleni82,RicardoBelmontC,fan,27.4333333333
3082,PAULMORI79,RicardoBelmontC,fan,51.6333333333
3083,Klrivera123,RicardoBelmontC,fan,81.6333333333
3084,_Pipiss,RicardoBelmontC,fan,102.666666667
3085,Eduin68514385,RicardoBelmontC,fan,0.333333333333
3086,Lisbeth45136065,RicardoBelmontC,fan,28.5333333333
3087,Ayocap_julio,RicardoBelmontC,fan,40.5666666667
3088,Humbertoedwint4,RicardoBelmontC,fan,4.7
3089,soprotep,RicardoBelmontC,fan,79.3666666667
3090,realidad_inca_,RicardoBelmontC,fan,62.1333333333
3091,Nico1235457469,RicardoBelmontC,fan,0.433333333333
3092,saulponco,RicardoBelmontC,fan,49.7
3093,EtoDemerzel1,RicardoBelmontC,fan,66.4
3094,198317Pedro,RicardoBelmontC,fan,62.1666666667
3095,manuelvs1961,RicardoBelmontC,fan,29.2333333333
3096,AlonsoRamosG,RicardoBelmontC,fan,112.9
3097,AnaIsabelIzquie,RicardoBelmontC,fan,81.2
3098,Noe44076476,RicardoBelmontC,fan,2.36666666667
3099,Raygada_VEN,RicardoBelmontC,fan,84.4666666667
3100,hvmhamer,RicardoBelmontC,fan,47.0333333333
3101,vicdesoto,RicardoBelmontC,fan,78.2
3102,icefoodabril,RicardoBelmontC,fan,87.2333333333
3103,Cesar_Vento,RicardoBelmontC,fan,64.9
3104,lllkmu,RicardoBelmontC,fan,40.1666666667
3105,richardexx,RicardoBelmontC,fan,112.033333333
3106,Alex12su,RicardoBelmontC,fan,55.2
3107,umacollo,RicardoBelmontC,fan,92.4333333333
3108,jtachimi,RicardoBelmontC,fan,104.866666667
3109,Esdrasjarha,RicardoBelmontC,fan,68.8333333333
3110,Augustoochoa,RicardoBelmontC,fan,85.7
3111,key_hinojosa,RicardoBelmontC,fan,4.2
3112,nilorh,RicardoBelmontC,fan,90.2666666667
3113,germanjllv,RicardoBelmontC,fan,13.6
3114,elrolo2011,RicardoBelmontC,fan,81.8666666667
3115,anderscorazon,RicardoBelmontC,fan,28.2
3116,armand3710,RicardoBelmontC,fan,18.6
3117,LUIS11SANCHEZ,RicardoBelmontC,fan,88.3666666667
3118,tolerancero,RicardoBelmontC,fan,84.3666666667
3119,JulioMuro1,RicardoBelmontC,fan,77.8333333333
3120,Marvin50046265,RicardoBelmontC,fan,15.3666666667
3121,CristianFMO,RicardoBelmontC,fan,78.1
3122,TodoGrau,RicardoBelmontC,fan,67.4666666667
3123,siempreprotegid,RicardoBelmontC,fan,90.2666666667
3124,wam_ay,RicardoBelmontC,fan,33.6
3125,grover_borda,RicardoBelmontC,fan,15.6666666667
3126,AngelHV_,RicardoBelmontC,fan,73.6
3127,JorgeDCG,RicardoBelmontC,fan,104.266666667
3128,thiago_1611,RicardoBelmontC,fan,0.333333333333
3129,Carlos73615922,RicardoBelmontC,fan,1.8
3130,yuri7806,RicardoBelmontC,fan,60.1
3131,Daneyra20,RicardoBelmontC,fan,1.16666666667
3132,wicorpa,RicardoBelmontC,fan,67.2666666667
3133,ioannagallo,RicardoBelmontC,fan,95.8333333333
3134,Julior_Raul,RicardoBelmontC,fan,8.26666666667
3135,noe9107,RicardoBelmontC,fan,58.9666666667
3136,Yerwinscarlos,RicardoBelmontC,fan,27.6333333333
3137,calivargas,RicardoBelmontC,fan,102.6
3138,YslaKatherin,RicardoBelmontC,fan,6.36666666667
3139,Pedrollo2011,RicardoBelmontC,fan,83.0333333333
3140,YoliFlores17,RicardoBelmontC,fan,33.9666666667
3141,lqdvi_peru,RicardoBelmontC,fan,22.8666666667
3142,luchindelaq,RicardoBelmontC,fan,75.4
3143,hectordavidnv,RicardoBelmontC,fan,69.2666666667
3144,CGTH2013,RicardoBelmontC,fan,60.8333333333
3145,gmendoza_,RicardoBelmontC,fan,91.8
3146,victorv1971,RicardoBelmontC,fan,28.2
3147,gladysma2110,RicardoBelmontC,fan,64.5333333333
3148,palominotaipefr,RicardoBelmontC,fan,70.5333333333
3149,miguel_g_10,RicardoBelmontC,fan,102.6
3150,wdiazn,RicardoBelmontC,fan,67.3333333333
3151,felipef30060863,RicardoBelmontC,fan,71.4666666667
3152,alfonsocuevamor,RicardoBelmontC,fan,59.3666666667
3153,regency2011,RicardoBelmontC,fan,92.3666666667
3154,loa1316,RicardoBelmontC,fan,13.4
3155,janelincf,RicardoBelmontC,fan,98.2
3156,wailers_up,RicardoBelmontC,fan,109.6
3157,JoseRequejoD,RicardoBelmontC,fan,63.8
3158,dona_hugo,RicardoBelmontC,fan,81.8666666667
3159,yachapa,RicardoBelmontC,fan,88.5
3160,Carayca,RicardoBelmontC,fan,93.2
3161,Lasurcanita02,RicardoBelmontC,fan,90.1
3162,rony34317686,RicardoBelmontC,fan,0.233333333333
3163,PonteMi,RicardoBelmontC,fan,58.4
3164,olgacabaneras,RicardoBelmontC,fan,24.6
3165,22919brisa,RicardoBelmontC,fan,78.7333333333
3166,Roy10288133,RicardoBelmontC,fan,0.933333333333
3167,RRINZACRR,RicardoBelmontC,fan,24.0333333333
3168,IDEA_int_Peru,RicardoBelmontC,fan,30.4
3169,clau22rl,RicardoBelmontC,fan,88.6333333333
3170,Paolo27738290,RicardoBelmontC,fan,0.166666666667
3171,Loartte,RicardoBelmontC,fan,106.933333333
3172,SantaCatari1,RicardoBelmontC,fan,7.43333333333
3173,PerlaPrezBorja6,RicardoBelmontC,fan,0.333333333333
3174,EDGARQUISPECRIS,RicardoBelmontC,fan,69.5666666667
3175,aureliotonanih,RicardoBelmontC,fan,8.83333333333
3176,angelit51795324,RicardoBelmontC,fan,23.5666666667
3177,silviandelp11,RicardoBelmontC,fan,85.4
3178,Richard78154233,RicardoBelmontC,fan,4.2
3179,wquispeb,RicardoBelmontC,fan,101.933333333
3180,Scarletluciape,RicardoBelmontC,fan,7.8
3181,Sebasti10507298,RicardoBelmontC,fan,1.96666666667
3182,ahidalgosac,RicardoBelmontC,fan,66.7666666667
3183,jast_cemik,RicardoBelmontC,fan,87.8
3184,fanabravo_flor,RicardoBelmontC,fan,47.8
3185,21Sadith,RicardoBelmontC,fan,79.1333333333
3186,Edinson01059311,RicardoBelmontC,fan,0.366666666667
3187,Manuheredia,RicardoBelmontC,fan,110.866666667
3188,JoseToledoA1,RicardoBelmontC,fan,20.3
3189,_DiegoVergara,RicardoBelmontC,fan,112.2
3190,ADiezGol,RicardoBelmontC,fan,73.3666666667
3191,RaulPalominoVa1,RicardoBelmontC,fan,0.9
3192,pericotillo,RicardoBelmontC,fan,86.2
3193,TeddferLoc,RicardoBelmontC,fan,72.4
3194,JosueMSOP,RicardoBelmontC,fan,86.3666666667
3195,JosephCordhuan,RicardoBelmontC,fan,45.4333333333
3196,Nicanor50029595,RicardoBelmontC,fan,7.33333333333
3197,Habla_El_Pueblo,RicardoBelmontC,fan,80.5
3198,manuel07812159,RicardoBelmontC,fan,32.5
3199,franco9222,RicardoBelmontC,fan,24.1333333333
3200,rommyk,RicardoBelmontC,fan,110.4
3201,MarcosMqp83,RicardoBelmontC,fan,63.3333333333
3202,CesarinHinostr1,RicardoBelmontC,fan,1.63333333333
