fecha,idT,Likes,ReTweets,Positividad,txt
2018-07-15 01:59:07,1018313980937424896,87,54,0.9104248233270762,"Muchísimas gracias por el cariño de ésta mañana queridos amigos de Villa El Salvador, me voy a sacar el alma por ustedes y por todos los Limeños para sacar a nuestra ciudad de la situación en la que se encuentra, es mi compromiso"
2018-07-15 13:51:11,1018493178784206848,52,32,0.6582996015446665,Elecciones municipales 2018: candidato Renzo Reggiardo Recorre las calles de Villa el Salvador. [FOTOS] vía
2018-07-16 20:52:02,1018961477947060224,100,48,0.8613027868092635,"Muchas gracias Villa El Salvador por la masiva concurrencia, el cariño y la confianza que me motiva a seguir chambeando sin descanso, para asegurar la tranquilidad y bienestar de todos ustedes y nuestras familias"
2018-07-17 14:45:13,1019231554965594112,71,49,0.37912810147319626,Lo digo aquí desde el comedor Santo Tomás de Payet en Independencia: Lima será el bastión de lucha CONTRA LA CORRUPCIÓN!! Es mi compromiso
2018-07-17 15:11:56,1019238277617016832,62,42,0.9183365611813354,Recuperemos nuestra ciudad!!
2018-07-17 16:38:37,1019260091827146752,168,49,0.706226246425752,"Presentación de Iván Noguera ante el Congreso evidencia putrefacción de nuestra justicia, que se vayan todos!! adecuado que el Presidente ante inacción del Congreso, convoque a un Pleno extraordinario que resuelva éste escándalo, nauseabundo lo que vamos viendo"
2018-07-18 00:32:37,1019379378525007872,66,28,0.8988547902461733,"""Muchas gracias estimado por tu invalorable apoyo, siempre tendrás el reconocimiento que mereces en nuestro compromiso como el tuyo es la lucha frontal contra la inseguridad y queremos lo mejor para Lima, fuerte abrazo"""
2018-07-18 16:09:54,1019615254056226817,121,56,0.21124671491640218,"Muchas gracias x las constantes muestras de cariño que recibo a diario en las calles reflejado en la intención de voto de TODAS las encuestas, no los defraudaré, juntos recuperaremos nuestra ciudad, MI COMPROMISO vía"
2018-07-18 21:34:44,1019697000701480960,75,49,0.009333828466006631,"Desde dist. de Independencia reitero en entrevista para radio nacional que en mi gestión la prioridad será erradicar la corrupción, hoy metida en las instituciones del Estado, para aplicar medidas orientadas al bienestar de la población"
2018-07-21 17:29:33,1020722462328311808,82,46,0.04278280445353066,"Como lo vengo sosteniendo, Lima será bastión de Moralidad, actuamos y actuaremos siempre oportuna y ejemplarmente ante aquello que deje dudas, que quede claro que somos NOSOTROS los PRIMEROS EN DENUNCIAR y también Los PRIMEROS EN ACTUAR!!"
