fecha,idT,Likes,ReTweets,Positividad,txt
2018-07-15 04:19:47,1018349382431838208,20,5,0.37805853899288333,Será la despedida de de . Los espero a las 10pm.
2018-07-15 04:20:58,1018349681217359875,10,2,0.7531206400703201,Gran idea
2018-07-15 05:21:27,1018364903130910720,143,15,0.6911918913825897,Hoy es la final del mundial. El día más esperado por los amantes del futbol cada 4 años. El mundo unio por un balón.
2018-07-15 14:53:33,1018508874729578497,9,1,0.4123611453141995,"Despejada la duda en Croacia, va Brozovic y no Kramaric. Me gusta más esa propuesta de Dalic. Equilibra el medio, mejora la contención y libera a Modric."
2018-07-15 15:00:11,1018510543798366208,1,0,0.4800450830448074,"Francia con su mejor 11 también. Aquel que después de muchas variantes, terminó Deschamos de encontrar contra Perú. Ya clasificado no lo alineó frente a Dinamarca, pero desde octavos no lo cambió más (salvo la ausencia obligada de Matuidi ante Uruguay)"
2018-07-15 15:11:34,1018513410076667906,2,0,0.9370682943775356,Croacia mandando en los primeros 10 minutos de la final
2018-07-15 15:11:34,1018513410076667906,2,0,0.9370682943775356,Croacia mandando en los primeros 10 minutos de la final
2018-07-15 15:22:10,1018516076362166273,3,0,0.38067426761081474,Gol de Francia. Croacia la tuvo casi 20 minutos sin patear al arco. Francia en su primera llegada hizo gol.
2018-07-15 15:25:23,1018516886458421250,19,7,0.4406697965430578,"Ojo que desde cuartos, siempre Croacia recibe el primer gol... y termina ganando."
2018-07-15 15:49:29,1018522950100750342,14,4,0.7832605084932407,Buen 1er tiempo. 3 goles en 45 minutos no es usual en una final.
2018-07-15 15:53:46,1018524030243082241,14,1,0.1294388841892449,Ojo que los 3 goles nacieron de balón detenido.
2018-07-15 15:55:56,1018524574076502016,11,2,0.7354061300788537,"Buen primer tiempo. Buen futbol, buena disposición y con goles. Está para cualquiera. Veremos si el desgaste físico mundialista pasa factura a Croacia. Hasta ahora no se ha notado."
2018-07-15 16:21:44,1018531068738228225,7,1,0.0358538520938813,"Golazo de uno de los mejores del mundial. Sensacional pase largo de Pogbá, gran llegada de Mbappe, él a Griezman y este a Pogbá que llegando remata de derecha y tras rebote le da de izquierda. Golazo."
2018-07-15 16:25:18,1018531963173507072,8,0,0.17278785557982448,Hiper resuelto. Golazo de Mbappe. Tenemos final llena de goles. Viva el futbol.
2018-07-15 16:31:26,1018533509797949442,27,2,0.621044650107376,Ya Lloris no será el mejor del mundial. Qué blooper
2018-07-15 16:34:29,1018534277515005952,5,0,0.41547651961381443,Un gol más y se igualará el récord goleador de la final de Suecia 58 (Brasil 5 Suecia 2)
2018-07-15 16:59:20,1018540530983108610,21,2,0.5564650450487729,Ahora sí. Después de lo ocurrido hoy no queda duda que Francia es el mejor equipo del mundial. Justo campeón.
2018-07-15 17:01:24,1018541048535048192,1,0,0.4606785941436237,"Pero si queremos evitar que sean 36 años otra vez, debemos comenzar a trabajar hoy."
2018-07-15 17:06:33,1018542343719391232,0,0,0.18540567958916787,"Claro, tienes razón. Gracias"
2018-07-15 17:10:33,1018543352701181954,0,0,0.37790788580556317,Asu. Claramente discrepamos. Abrazo.
2018-07-15 17:11:43,1018543644129673217,1,0,0.2138438912056394,Un gol más va a haber... esta vez no fue. Brasil del 58 sigue a la cabeza.
2018-07-15 17:14:51,1018544434202468353,17,2,0.10159288917660272,Eso no es suerte. Por suerte no se hacen 4 goles. Por suerte no se gana un mundial. Es un estilo de juego y unos jugadores notables que cada vez que aceleran hacen gol (lástima que no aceleren con frecuencia)
